Name,HOMFLY
13a_3701,(3-4*v^2+ 2*v^4)+ (4-8*v^2-v^4+ 4*v^6-v^8)*z^2+ (3-8*v^2-4*v^4+ 5*v^6-v^8)*z^4+ (1-4*v^2-3*v^4+ 2*v^6)*z^6+ (-v^2-v^4)*z^8
13a_3702,(v^(-2)-v^4+ v^6)+ (v^(-2)-1-4*v^2+ 2*v^6-v^8)*z^2+ (v^(-2)-1-4*v^2+ 2*v^6)*z^4+ (-1-2*v^2-v^4)*z^6
13a_3703,(-3*v^(-12)+ 6*v^(-10)-6*v^(-8)+ 4*v^(-6))+ (-4*v^(-12)+ 17*v^(-10)-17*v^(-8)+ 10*v^(-6)+ 3*v^(-4))*z^2+ (-v^(-12)+ 14*v^(-10)-20*v^(-8)+ 3*v^(-6)+ 4*v^(-4))*z^4+ (3*v^(-10)-11*v^(-8)-3*v^(-6)+ v^(-4))*z^6+ (-2*v^(-8)-v^(-6))*z^8
13a_3704,(-2*v^(-12)+ 3*v^(-10)-2*v^(-8)+ v^(-6)+ v^(-4))+ (-v^(-12)+ 7*v^(-10)-3*v^(-8)-v^(-6)+ 5*v^(-4)+ v^(-2))*z^2+ (3*v^(-10)-4*v^(-8)-6*v^(-6)+ v^(-4)+ v^(-2))*z^4+ (-2*v^(-8)-3*v^(-6)-v^(-4))*z^6
13a_3705,(-v^(-12)+ 2*v^(-8)-2*v^(-6)+ 2*v^(-4))+ (-v^(-12)+ 4*v^(-10)+ 3*v^(-8)-5*v^(-6)+ 4*v^(-4)+ 2*v^(-2))*z^2+ (3*v^(-10)-2*v^(-8)-7*v^(-6)+ v^(-2))*z^4+ (-2*v^(-8)-3*v^(-6)-v^(-4))*z^6
13a_3706,(-v^(-12)+ v^(-10)-v^(-8)+ 2*v^(-6)-v^(-4)+ v^(-2))+ (3*v^(-10)+ v^(-6)-v^(-4)+ 2*v^(-2)+ 1)*z^2+ (-2*v^(-8)-3*v^(-6)-3*v^(-4)-v^(-2))*z^4
13a_3707,(-2*v^(-8)+ 5*v^(-6)-5*v^(-4)+ 3*v^(-2))+ (-v^(-8)+ 9*v^(-6)-10*v^(-4)+ 2*v^(-2)+ 2)*z^2+ (-2*v^(-8)+ 5*v^(-6)-6*v^(-4)-4*v^(-2)+ 1)*z^4+ (-v^(-8)+ 3*v^(-6)+ v^(-4)-2*v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
13a_3708,(-v^(-8)+ 2*v^(-6)-v^(-4)+ 1)+ (3*v^(-6)-v^(-4)-3*v^(-2)+ 1+ v^2)*z^2+ (-v^(-8)-3*v^(-2)-2)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6
13a_3709,(-v^(-6)+ 2*v^(-4)-1+ v^2)+ (-v^(-6)+ 5*v^(-4)-5*v^(-2)+ 2-2*v^2+ v^4)*z^2+ (-v^(-6)+ 4*v^(-4)-7*v^(-2)+ 5-3*v^2)*z^4+ (2*v^(-4)-3*v^(-2)+ 3)*z^6+ (-v^(-2))*z^8
13a_3710,(-v^(-4)+ 4*v^(-2)-4+ 2*v^2)+ (-v^(-4)+ 6*v^(-2)-8+ v^2+ v^4)*z^2+ (-2*v^(-4)+ 5*v^(-2)-4-3*v^2+ v^4)*z^4+ (-v^(-4)+ 3*v^(-2)+ 1-2*v^2)*z^6+ (v^(-2)+ 1)*z^8
13a_3711,(2*v^(-2)-3+ 2*v^2)+ (2*v^(-2)-5+ v^4)*z^2+ (-v^(-6)+ 2*v^(-2)-2-2*v^2)*z^4+ (v^(-4)+ 2*v^(-2)+ 1)*z^6
13a_3712,(8*v^10-9*v^12+ 2*v^14)+ (3*v^8+ 29*v^10-19*v^12)*z^2+ (7*v^8+ 36*v^10-8*v^12-3*v^14)*z^4+ (5*v^8+ 18*v^10+ 2*v^12-v^14)*z^6+ (v^8+ 3*v^10+ v^12)*z^8
13a_3713,(2*v^8+ 3*v^10-5*v^12+ v^14)+ (v^6+ 10*v^8+ 9*v^10-7*v^12-v^14)*z^2+ (2*v^6+ 12*v^8+ 11*v^10-v^12-v^14)*z^4+ (v^6+ 4*v^8+ 4*v^10+ v^12)*z^6
13a_3714,(10*v^10-14*v^12+ 6*v^14-v^16)+ (4*v^8+ 30*v^10-26*v^12+ 4*v^14)*z^2+ (8*v^8+ 34*v^10-12*v^12-2*v^14)*z^4+ (5*v^8+ 17*v^10+ v^12-v^14)*z^6+ (v^8+ 3*v^10+ v^12)*z^8
13a_3715,(4*v^8-2*v^10-v^12)+ (2*v^6+ 11*v^8+ 2*v^10-3*v^12-v^14)*z^2+ (3*v^6+ 10*v^8+ 7*v^10-v^14)*z^4+ (v^6+ 3*v^8+ 3*v^10+ v^12)*z^6
13a_3716,(2*v^6-v^8+ 2*v^10-2*v^12)+ (v^4+ 5*v^6+ 2*v^8+ 4*v^10-v^12-v^14)*z^2+ (v^4+ 3*v^6+ 3*v^8+ 3*v^10+ v^12)*z^4
13a_3717,(-3+ 9*v^2-6*v^4+ v^6)+ (-7+ 21*v^2-14*v^4+ 3*v^6)*z^2+ (-2*v^(-2)-3+ 20*v^2-12*v^4+ v^6)*z^4+ (-v^(-2)+ 2+ 10*v^2-3*v^4)*z^6+ (1+ 2*v^2)*z^8
13a_3718,(-1+ 4*v^2-2*v^4)+ (-2+ 6*v^2-v^4-2*v^6+ v^8)*z^2+ (-v^(-2)-1+ 5*v^2+ v^4-3*v^6)*z^4+ (1+ 3*v^2+ 2*v^4)*z^6
13a_3719,(-2*v^(-4)+ 8*v^(-2)-9+ 4*v^2)+ (-5*v^(-4)+ 24*v^(-2)-33+ 12*v^2)*z^2+ (-4*v^(-4)+ 26*v^(-2)-42+ 13*v^2)*z^4+ (-v^(-4)+ 12*v^(-2)-26+ 6*v^2)*z^6+ (2*v^(-2)-8+ v^2)*z^8-z^10
13a_3720,(-v^(-4)+ 5*v^(-2)-5+ v^2+ v^4)+ (-2*v^(-4)+ 9*v^(-2)-10-3*v^2+ 3*v^4)*z^2+ (-v^(-4)+ 7*v^(-2)-8-6*v^2+ 3*v^4)*z^4+ (2*v^(-2)-4-4*v^2+ v^4)*z^6+ (-1-v^2)*z^8
13a_3721,(-2*v^(-4)+ 7*v^(-2)-7+ 3*v^2)+ (-4*v^(-4)+ 18*v^(-2)-23+ 8*v^2)*z^2+ (-3*v^(-4)+ 20*v^(-2)-31+ 10*v^2)*z^4+ (-v^(-4)+ 10*v^(-2)-21+ 5*v^2)*z^6+ (2*v^(-2)-7+ v^2)*z^8-z^10
13a_3722,(3*v^(-2)-5+ 3*v^2)+ (4*v^(-2)-16+ 14*v^2-5*v^4)*z^2+ (3*v^(-2)-19+ 26*v^2-9*v^4)*z^4+ (v^(-2)-10+ 20*v^2-5*v^4)*z^6+ (-2+ 7*v^2-v^4)*z^8+ v^2*z^10
13a_3723,(3*v^(-6)-8*v^(-4)+ 7*v^(-2)-1)+ (6*v^(-6)-21*v^(-4)+ 20*v^(-2)-6)*z^2+ (4*v^(-6)-23*v^(-4)+ 28*v^(-2)-9)*z^4+ (v^(-6)-11*v^(-4)+ 20*v^(-2)-5)*z^6+ (-2*v^(-4)+ 7*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3724,(2*v^(-6)-3*v^(-4)-v^(-2)+ 4-v^2)+ (2*v^(-6)-7*v^(-4)+ 6-3*v^2)*z^2+ (v^(-6)-6*v^(-4)+ 3*v^(-2)+ 7-3*v^2)*z^4+ (-2*v^(-4)+ 3*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8
13a_3725,(-2+ 6*v^2-3*v^4)+ (-6+ 18*v^2-12*v^4+ 3*v^6)*z^2+ (-7+ 23*v^2-16*v^4+ 3*v^6)*z^4+ (-4+ 16*v^2-9*v^4+ v^6)*z^6+ (-1+ 6*v^2-2*v^4)*z^8+ v^2*z^10
13a_3726,(-v^(-4)+ 2*v^(-2))+ (-2*v^(-4)+ 7*v^(-2)-6+ 2*v^2)*z^2+ (-2*v^(-4)+ 12*v^(-2)-16+ 6*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-15+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3727,(-v^(-8)+ v^(-6)+ v^(-2))+ (-2*v^(-8)+ 5*v^(-6)-v^(-4)+ v^(-2))*z^2+ (-3*v^(-8)+ 10*v^(-6)-7*v^(-4)+ 2*v^(-2))*z^4+ (-v^(-8)+ 8*v^(-6)-9*v^(-4)+ 3*v^(-2))*z^6+ (2*v^(-6)-5*v^(-4)+ v^(-2))*z^8+ (-v^(-4))*z^10
13a_3728,(4*v^2-7*v^4+ 6*v^6-2*v^8)+ (8*v^2-21*v^4+ 19*v^6-5*v^8)*z^2+ (9*v^2-29*v^4+ 22*v^6-4*v^8)*z^4+ (5*v^2-20*v^4+ 11*v^6-v^8)*z^6+ (v^2-7*v^4+ 2*v^6)*z^8-v^4*z^10
13a_3729,(2-2*v^2+ 2*v^6-v^8)+ (3-6*v^2-v^4+ 6*v^6-2*v^8)*z^2+ (3-7*v^2-3*v^4+ 6*v^6-v^8)*z^4+ (1-4*v^2-3*v^4+ 2*v^6)*z^6+ (-v^2-v^4)*z^8
13a_3730,(-2*v^(-4)+ 3*v^(-2)+ 1-v^2)+ (-3*v^(-4)+ 9*v^(-2)-4+ v^2)*z^2+ (-3*v^(-4)+ 14*v^(-2)-14+ 5*v^2)*z^4+ (-v^(-4)+ 9*v^(-2)-14+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3731,(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ 3*v^(-4)+ v^(-2)-2+ v^2)*z^2+ (-v^(-6)+ 4*v^(-4)-v^(-2)-4+ 2*v^2)*z^4+ (2*v^(-4)-2*v^(-2)-3+ v^2)*z^6+ (-v^(-2)-1)*z^8
13a_3732,(1-v^4+ 2*v^6-v^8)+ (3-4*v^2-2*v^4+ 5*v^6-v^8)*z^2+ (2-6*v^2-3*v^4+ 4*v^6-v^8)*z^4+ (1-3*v^2-2*v^4+ 2*v^6)*z^6+ (-v^2-v^4)*z^8
13a_3733,(-v^(-4)+ 2*v^(-2))+ (-2*v^(-8)+ 8*v^(-6)-10*v^(-4)+ 5*v^(-2))*z^2+ (-3*v^(-8)+ 14*v^(-6)-19*v^(-4)+ 6*v^(-2))*z^4+ (-v^(-8)+ 9*v^(-6)-15*v^(-4)+ 4*v^(-2))*z^6+ (2*v^(-6)-6*v^(-4)+ v^(-2))*z^8+ (-v^(-4))*z^10
13a_3734,(v^(-4)-2*v^(-2)+ 2)+ (3*v^(-6)-6*v^(-4)+ 2*v^(-2))*z^2+ (3*v^(-6)-14*v^(-4)+ 13*v^(-2)-5)*z^4+ (v^(-6)-9*v^(-4)+ 14*v^(-2)-4)*z^6+ (-2*v^(-4)+ 6*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3735,(2*v^(-10)-4*v^(-8)+ 3*v^(-4))+ (4*v^(-10)-11*v^(-8)+ 5*v^(-6)+ 3*v^(-4))*z^2+ (4*v^(-10)-16*v^(-8)+ 13*v^(-6)-3*v^(-4))*z^4+ (v^(-10)-10*v^(-8)+ 13*v^(-6)-4*v^(-4))*z^6+ (-2*v^(-8)+ 6*v^(-6)-v^(-4))*z^8+ (v^(-6))*z^10
13a_3736,(v^(-10)-v^(-8)-2*v^(-6)+ 2*v^(-4)+ v^(-2))+ (2*v^(-10)-4*v^(-8)-2*v^(-6)+ 4*v^(-4))*z^2+ (v^(-10)-5*v^(-8)+ 4*v^(-4)-2*v^(-2))*z^4+ (-2*v^(-8)+ 2*v^(-6)+ 3*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
13a_3737,(-v^(-4)+ 4*v^(-2)-4+ 2*v^2)+ (-2*v^(-4)+ 10*v^(-2)-14+ 5*v^2)*z^2+ (-2*v^(-4)+ 13*v^(-2)-21+ 7*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-16+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3738,(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (3*v^(-6)-6*v^(-4)+ v^(-2)+ 1)*z^2+ (3*v^(-6)-11*v^(-4)+ 6*v^(-2)-2)*z^4+ (v^(-6)-8*v^(-4)+ 9*v^(-2)-3)*z^6+ (-2*v^(-4)+ 5*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3739,(-2*v^(-4)+ 6*v^(-2)-5+ 2*v^2)+ (-2*v^(-4)+ 12*v^(-2)-16+ 6*v^2)*z^2+ (-2*v^(-4)+ 13*v^(-2)-22+ 7*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-16+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3740,(4*v^2-8*v^4+ 8*v^6-3*v^8)+ (8*v^2-22*v^4+ 22*v^6-6*v^8)*z^2+ (9*v^2-29*v^4+ 23*v^6-4*v^8)*z^4+ (5*v^2-20*v^4+ 11*v^6-v^8)*z^6+ (v^2-7*v^4+ 2*v^6)*z^8-v^4*z^10
13a_3741,(2-v^2-4*v^4+ 7*v^6-3*v^8)+ (3-4*v^2-7*v^4+ 12*v^6-3*v^8)*z^2+ (3-6*v^2-7*v^4+ 8*v^6-v^8)*z^4+ (1-4*v^2-4*v^4+ 2*v^6)*z^6+ (-v^2-v^4)*z^8
13a_3742,(-3*v^(-4)+ 9*v^(-2)-8+ 3*v^2)+ (-6*v^(-4)+ 22*v^(-2)-23+ 7*v^2)*z^2+ (-4*v^(-4)+ 23*v^(-2)-29+ 9*v^2)*z^4+ (-v^(-4)+ 11*v^(-2)-20+ 5*v^2)*z^6+ (2*v^(-2)-7+ v^2)*z^8-z^10
13a_3743,(2*v^(-6)-6*v^(-4)+ 6*v^(-2)-1)+ (5*v^(-6)-19*v^(-4)+ 21*v^(-2)-7)*z^2+ (4*v^(-6)-22*v^(-4)+ 29*v^(-2)-9)*z^4+ (v^(-6)-11*v^(-4)+ 20*v^(-2)-5)*z^6+ (-2*v^(-4)+ 7*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3744,(4*v^(-2)-7+ 4*v^2)+ (6*v^(-2)-20+ 14*v^2-4*v^4)*z^2+ (4*v^(-2)-22+ 24*v^2-8*v^4)*z^4+ (v^(-2)-11+ 19*v^2-5*v^4)*z^6+ (-2+ 7*v^2-v^4)*z^8+ v^2*z^10
13a_3745,(2*v^(-6)-4*v^(-4)+ v^(-2)+ 3-v^2)+ (2*v^(-6)-8*v^(-4)+ 2*v^(-2)+ 7-4*v^2)*z^2+ (v^(-6)-6*v^(-4)+ 4*v^(-2)+ 8-3*v^2)*z^4+ (-2*v^(-4)+ 3*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8
13a_3746,(2*v^(-4)-v^(-2)-3+ 3*v^2)+ (2*v^(-4)-5*v^(-2)-6+ 7*v^2-3*v^4)*z^2+ (v^(-4)-5*v^(-2)-1+ 8*v^2-3*v^4)*z^4+ (-2*v^(-2)+ 2+ 4*v^2-v^4)*z^6+ (1+ v^2)*z^8
13a_3747,(v^(-2)-2*v^2+ 3*v^4-v^6)+ (v^(-2)-1-5*v^2+ 4*v^4+ v^6-v^8)*z^2+ (v^(-2)-1-4*v^2+ v^4+ 2*v^6)*z^4+ (-1-2*v^2-v^4)*z^6
13a_3748,(-1+ 4*v^2-2*v^4)+ (4*v^(-2)-13+ 16*v^2-5*v^4)*z^2+ (8*v^(-2)-24+ 21*v^2-4*v^4)*z^4+ (5*v^(-2)-19+ 11*v^2-v^4)*z^6+ (v^(-2)-7+ 2*v^2)*z^8-z^10
13a_3749,(v^(-2)-3+ 5*v^2-2*v^4)+ (2*v^(-4)-2*v^(-2)-6+ 10*v^2-3*v^4)*z^2+ (3*v^(-4)-5*v^(-2)-6+ 8*v^2-v^4)*z^4+ (v^(-4)-4*v^(-2)-4+ 2*v^2)*z^6+ (-v^(-2)-1)*z^8
13a_3750,(-v^(-8)+ 2*v^(-4))+ (-3*v^(-8)+ 8*v^(-6)-3*v^(-4)+ 2*v^(-2))*z^2+ (-3*v^(-8)+ 14*v^(-6)-14*v^(-4)+ 5*v^(-2))*z^4+ (-v^(-8)+ 9*v^(-6)-14*v^(-4)+ 4*v^(-2))*z^6+ (2*v^(-6)-6*v^(-4)+ v^(-2))*z^8+ (-v^(-4))*z^10
13a_3751,(-v^(-8)+ v^(-6)+ v^(-2))+ (-v^(-8)+ 3*v^(-6)+ v^(-4)-v^(-2)+ 1)*z^2+ (-v^(-8)+ 4*v^(-6)-v^(-4)-4*v^(-2)+ 2)*z^4+ (2*v^(-6)-2*v^(-4)-3*v^(-2)+ 1)*z^6+ (-v^(-4)-v^(-2))*z^8
13a_3752,(-v^(-8)+ v^(-6)+ v^(-2))+ (2*v^(-6)+ 1)*z^2+ (-v^(-8)+ 2*v^(-6)-v^(-4)-3*v^(-2)+ 1)*z^4+ (2*v^(-6)-v^(-4)-2*v^(-2)+ 1)*z^6+ (-v^(-4)-v^(-2))*z^8
13a_3753,(-v^(-8)+ 2*v^(-6)-2*v^(-4)+ 2*v^(-2))+ (-3*v^(-8)+ 11*v^(-6)-11*v^(-4)+ 5*v^(-2))*z^2+ (-3*v^(-8)+ 15*v^(-6)-19*v^(-4)+ 6*v^(-2))*z^4+ (-v^(-8)+ 9*v^(-6)-15*v^(-4)+ 4*v^(-2))*z^6+ (2*v^(-6)-6*v^(-4)+ v^(-2))*z^8+ (-v^(-4))*z^10
13a_3754,(v^(-10)-2*v^(-8)-v^(-6)+ 3*v^(-4))+ (4*v^(-10)-10*v^(-8)+ 5*v^(-6)+ 3*v^(-4))*z^2+ (4*v^(-10)-16*v^(-8)+ 13*v^(-6)-3*v^(-4))*z^4+ (v^(-10)-10*v^(-8)+ 13*v^(-6)-4*v^(-4))*z^6+ (-2*v^(-8)+ 6*v^(-6)-v^(-4))*z^8+ (v^(-6))*z^10
13a_3755,(v^(-6)-v^(-4)-v^(-2)+ 2)+ (4*v^(-6)-9*v^(-4)+ 3*v^(-2))*z^2+ (3*v^(-6)-15*v^(-4)+ 13*v^(-2)-5)*z^4+ (v^(-6)-9*v^(-4)+ 14*v^(-2)-4)*z^6+ (-2*v^(-4)+ 6*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3756,(v^(-10)-2*v^(-8)+ v^(-4)+ v^(-2))+ (2*v^(-10)-4*v^(-8)-v^(-6)+ 4*v^(-4))*z^2+ (v^(-10)-5*v^(-8)+ 4*v^(-4)-2*v^(-2))*z^4+ (-2*v^(-8)+ 2*v^(-6)+ 3*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
13a_3757,(2*v^2-2*v^4+ 2*v^6-v^8)+ (v^2-3*v^4+ 7*v^6-3*v^8)*z^2+ (2*v^2-7*v^4+ 11*v^6-3*v^8)*z^4+ (3*v^2-9*v^4+ 8*v^6-v^8)*z^6+ (v^2-5*v^4+ 2*v^6)*z^8-v^4*z^10
13a_3758,(-2*v^(-6)+ 3*v^(-4))+ (v^(-10)-3*v^(-6)+ 4*v^(-4)+ v^(-2))*z^2+ (v^(-10)-3*v^(-8)-2*v^(-6)+ 2*v^(-4)-v^(-2))*z^4+ (-2*v^(-8)+ v^(-6)+ 2*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8
13a_3759,(1-v^2+ 2*v^4-v^6)+ (v^(-4)-2*v^(-2)+ 2-3*v^2+ 4*v^4-v^6)*z^2+ (v^(-4)-3*v^(-2)+ 3-5*v^2+ 3*v^4)*z^4+ (-2*v^(-2)+ 2-3*v^2)*z^6+ z^8
13a_3760,(1-v^2+ 2*v^4-v^6)+ (2*v^(-2)-3-2*v^2+ 6*v^4-2*v^6)*z^2+ (3*v^(-2)-6-3*v^2+ 6*v^4-v^6)*z^4+ (v^(-2)-4-3*v^2+ 2*v^4)*z^6+ (-1-v^2)*z^8
13a_3761,(v^(-2)-1+ 2*v^4-v^6)+ (v^(-4)-4+ v^2+ 3*v^4-v^6)*z^2+ (v^(-4)-v^(-2)-4+ 2*v^4)*z^4+ (-v^(-2)-2-v^2)*z^6
13a_3762,(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (v^(-6)-2*v^(-4)+ 2*v^(-2)+ 1-v^2)*z^2+ (v^(-6)-7*v^(-4)+ 8*v^(-2)+ 1-2*v^2)*z^4+ (-3*v^(-4)+ 7*v^(-2)+ 2-v^2)*z^6+ (2*v^(-2)+ 1)*z^8
13a_3763,(v^(-4)-2*v^(-2)+ 2)+ (-v^(-4)+ 3*v^(-2)-5+ 2*v^2)*z^2+ (-2*v^(-4)+ 11*v^(-2)-16+ 6*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-15+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3764,(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (3*v^(-6)-10*v^(-4)+ 9*v^(-2)-3)*z^2+ (3*v^(-6)-15*v^(-4)+ 18*v^(-2)-6)*z^4+ (v^(-6)-9*v^(-4)+ 15*v^(-2)-4)*z^6+ (-2*v^(-4)+ 6*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3765,1+ (-v^(-4)+ 5*v^(-2)-7+ 3*v^2)*z^2+ (-2*v^(-4)+ 11*v^(-2)-17+ 6*v^2)*z^4+ (-v^(-4)+ 8*v^(-2)-15+ 4*v^2)*z^6+ (2*v^(-2)-6+ v^2)*z^8-z^10
13a_3766,(-v^(-2)+ 2+ v^2-v^4)+ (v^(-2)-4+ 8*v^2-3*v^4)*z^2+ (5*v^(-2)-14+ 14*v^2-3*v^4)*z^4+ (4*v^(-2)-14+ 9*v^2-v^4)*z^6+ (v^(-2)-6+ 2*v^2)*z^8-z^10
13a_3767,(2*v^(-6)-4*v^(-4)+ 2*v^(-2)+ 1)+ (4*v^(-6)-15*v^(-4)+ 14*v^(-2)-5)*z^2+ (3*v^(-6)-19*v^(-4)+ 26*v^(-2)-9)*z^4+ (v^(-6)-10*v^(-4)+ 20*v^(-2)-5)*z^6+ (-2*v^(-4)+ 7*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3768,(2*v^(-6)-4*v^(-4)+ 3*v^(-2)-1+ v^2)+ (2*v^(-6)-9*v^(-4)+ 6*v^(-2)-2*v^2)*z^2+ (v^(-6)-7*v^(-4)+ 7*v^(-2)+ 5-3*v^2)*z^4+ (-2*v^(-4)+ 4*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8
13a_3769,(v^(-6)-3*v^(-4)+ 3*v^(-2))+ (2*v^(-6)-6*v^(-4)+ 5*v^(-2)-1)*z^2+ (2*v^(-6)-9*v^(-4)+ 9*v^(-2)-3)*z^4+ (v^(-6)-7*v^(-4)+ 10*v^(-2)-3)*z^6+ (-2*v^(-4)+ 5*v^(-2)-1)*z^8+ (v^(-2))*z^10
13a_3770,(-1+ 4*v^2-2*v^4)+ (-2+ 7*v^2-4*v^4+ v^6)*z^2+ (-3+ 10*v^2-8*v^4+ 2*v^6)*z^4+ (-3+ 10*v^2-7*v^4+ v^6)*z^6+ (-1+ 5*v^2-2*v^4)*z^8+ v^2*z^10
13a_3771,(v^4+ 2*v^6-4*v^8+ 4*v^10-2*v^12)+ (3*v^4+ 7*v^6-12*v^8+ 12*v^10-3*v^12)*z^2+ (3*v^4+ 3*v^6-15*v^8+ 11*v^10-v^12)*z^4+ (v^4-2*v^6-9*v^8+ 3*v^10)*z^6+ (-v^6-2*v^8)*z^8
13a_3772,(1+ v^2-3*v^4+ 3*v^6-v^8)+ (2+ v^2-11*v^4+ 10*v^6-2*v^8)*z^2+ (2-v^2-14*v^4+ 9*v^6-v^8)*z^4+ (1-2*v^2-8*v^4+ 3*v^6)*z^6+ (-v^2-2*v^4)*z^8
13a_3773,(1-2*v^2+ 3*v^4-v^8)+ (2-3*v^2+ 6*v^6-2*v^8)*z^2+ (2-2*v^2-8*v^4+ 8*v^6-v^8)*z^4+ (1-2*v^2-7*v^4+ 3*v^6)*z^6+ (-v^2-2*v^4)*z^8
13a_3774,(v^(-4)-3+ 4*v^2-v^4)+ (v^(-4)-v^(-2)-7+ 7*v^2-2*v^4)*z^2+ (v^(-4)-3*v^(-2)-3+ 6*v^2-2*v^4)*z^4+ (-2*v^(-2)+ 1+ 3*v^2-v^4)*z^6+ (1+ v^2)*z^8
13a_3775,(v^(-6)-2*v^(-4)+ v^(-2)+ 1)+ (v^(-6)-4*v^(-4)+ v^(-2)+ 3-2*v^2)*z^2+ (v^(-6)-4*v^(-4)+ 2*v^(-2)+ 5-2*v^2)*z^4+ (-2*v^(-4)+ 2*v^(-2)+ 3-v^2)*z^6+ (v^(-2)+ 1)*z^8
13a_3776,(2-2*v^2+ 2*v^6-v^8)+ (3-2*v^2-9*v^4+ 10*v^6-2*v^8)*z^2+ (3-3*v^2-15*v^4+ 10*v^6-v^8)*z^4+ (1-3*v^2-9*v^4+ 3*v^6)*z^6+ (-v^2-2*v^4)*z^8
13a_3777,(v^(-2)-1+ 2*v^2-3*v^4+ 3*v^6-v^8)+ (v^(-2)-1-6*v^4+ 6*v^6-v^8)*z^2+ (v^(-2)-1-3*v^2-5*v^4+ 3*v^6)*z^4+ (-1-2*v^2-2*v^4)*z^6
13a_3778,(v^(-4)-v^(-2)+ v^2)+ (-v^(-2)-2+ v^2+ v^4-v^6)*z^2+ (v^(-4)+ v^(-2)-3+ 3*v^4)*z^4+ (-v^(-2)-3-2*v^2)*z^6
13a_3779,(1+ v^2-4*v^4+ 5*v^6-2*v^8)+ (2-v^2-9*v^4+ 13*v^6-4*v^8)*z^2+ (1-4*v^2-5*v^4+ 10*v^6-3*v^8)*z^4+ (-2*v^2+ v^4+ 4*v^6-v^8)*z^6+ (v^4+ v^6)*z^8
13a_3780,(v^(-4)-v^(-2)+ 1-v^2+ v^4)+ (v^(-4)-4*v^(-2)+ 2-3*v^2+ 2*v^4-v^6)*z^2+ (-3*v^(-2)+ 5-3*v^2+ 3*v^4-v^6)*z^4+ (3-2*v^2+ 2*v^4)*z^6-v^2*z^8
13a_3781,(-4*v^(-4)+ 12*v^(-2)-11+ 4*v^2)+ (-7*v^(-4)+ 29*v^(-2)-33+ 11*v^2)*z^2+ (-4*v^(-4)+ 26*v^(-2)-37+ 11*v^2)*z^4+ (-v^(-4)+ 11*v^(-2)-22+ 5*v^2)*z^6+ (2*v^(-2)-7+ v^2)*z^8-z^10
13a_3782,(-v^(-2)+ 1+ 3*v^2-2*v^4)+ (-2*v^(-2)+ 3+ 6*v^2-6*v^4+ 2*v^6)*z^2+ (-v^(-2)+ 4+ 3*v^2-6*v^4+ 2*v^6)*z^4+ (2-v^2-3*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8
13a_3783,(2*v^4+ 2*v^6-7*v^8+ 6*v^10-2*v^12)+ (5*v^4+ 5*v^6-18*v^8+ 15*v^10-3*v^12)*z^2+ (4*v^4-19*v^8+ 12*v^10-v^12)*z^4+ (v^4-3*v^6-10*v^8+ 3*v^10)*z^6+ (-v^6-2*v^8)*z^8
13a_3784,(v^2+ v^4-4*v^8+ 5*v^10-2*v^12)+ (2*v^2+ 2*v^4-v^6-7*v^8+ 8*v^10-v^12)*z^2+ (v^2-v^4-4*v^6-6*v^8+ 3*v^10)*z^4+ (-v^4-2*v^6-2*v^8)*z^6
