0_1 | 1
13a_2445 | -1*v^6*z^6 + -2*v^4*z^6 + -1*v^2*z^6 + 2*v^8*z^4 + -1*v^6*z^4 + -6*v^4*z^4 + -3*v^2*z^4 + z^4 + -1*v^10*z^2 + 4*v^8*z^2 + 2*v^6*z^2 + -4*v^4*z^2 + -3*v^2*z^2 + 3*z^2 + -1*v^10 + v^8 + v^6 + -2*v^2 + 2
13a_2446 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -1*v^4*z^6 + -3*v^2*z^6 + z^6 + -1*v^8*z^4 + 2*v^6*z^4 + 2*v^4*z^4 + -6*v^2*z^4 + 2*z^4 + -2*v^6*z^2 + 4*v^4*z^2 + -5*v^2*z^2 + 2*z^2 + v^8 + -2*v^6 + v^4 + 1
13a_2447 | v^-4*z^8 + 2*v^-6*z^8 + -1*v^-2*z^6 + 2*v^-4*z^6 + 10*v^-6*z^6 + -3*v^-8*z^6 + -2*v^-2*z^4 + -2*v^-4*z^4 + 21*v^-6*z^4 + -12*v^-8*z^4 + v^-10*z^4 + -4*v^-4*z^2 + 22*v^-6*z^2 + -16*v^-8*z^2 + 3*v^-10*z^2 + -1*v^-4 + 8*v^-6 + -8*v^-8 + 2*v^-10
13a_2448, 13a_2596 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 4*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + v^2*z^4 + 8*z^4 + -8*v^-2*z^4 + v^-4*z^4 + -4*v^2*z^2 + 10*z^2 + -11*v^-2*z^2 + 3*v^-4*z^2 + v^4 + -3*v^2 + 6 + -5*v^-2 + 2*v^-4
13a_2449 | -1*v^-4*z^10 + v^-2*z^8 + -8*v^-4*z^8 + 2*v^-6*z^8 + 6*v^-2*z^6 + -25*v^-4*z^6 + 14*v^-6*z^6 + -1*v^-8*z^6 + 12*v^-2*z^4 + -38*v^-4*z^4 + 35*v^-6*z^4 + -6*v^-8*z^4 + 9*v^-2*z^2 + -27*v^-4*z^2 + 36*v^-6*z^2 + -11*v^-8*z^2 + 2*v^-2 + -7*v^-4 + 12*v^-6 + -6*v^-8
13a_2450 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -4*v^-2*z^6 + -4*v^-4*z^6 + 2*v^-6*z^6 + 3*z^4 + -5*v^-2*z^4 + -6*v^-4*z^4 + 9*v^-6*z^4 + -1*v^-8*z^4 + 2*z^2 + -1*v^-2*z^2 + -5*v^-4*z^2 + 14*v^-6*z^2 + -4*v^-8*z^2 + v^-2 + -3*v^-4 + 7*v^-6 + -4*v^-8
13a_2451 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -5*v^-2*z^6 + -4*v^-4*z^6 + 2*v^-6*z^6 + 4*z^4 + -9*v^-2*z^4 + -4*v^-4*z^4 + 9*v^-6*z^4 + -1*v^-8*z^4 + 4*z^2 + -7*v^-2*z^2 + 13*v^-6*z^2 + -4*v^-8*z^2 + 1 + -2*v^-2 + 6*v^-6 + -4*v^-8
13a_2452 | -1*z^6 + -2*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -1*z^4 + -5*v^-2*z^4 + 2*v^-6*z^4 + v^2*z^2 + z^2 + -5*v^-2*z^2 + 5*v^-4*z^2 + 4*v^-6*z^2 + -1*v^-8*z^2 + 1 + -3*v^-2 + 4*v^-4 + v^-6 + -2*v^-8
13a_2453 | -1*v^-4*z^10 + v^-2*z^8 + -7*v^-4*z^8 + 2*v^-6*z^8 + 5*v^-2*z^6 + -19*v^-4*z^6 + 12*v^-6*z^6 + -1*v^-8*z^6 + 8*v^-2*z^4 + -26*v^-4*z^4 + 26*v^-6*z^4 + -5*v^-8*z^4 + 6*v^-2*z^2 + -18*v^-4*z^2 + 26*v^-6*z^2 + -8*v^-8*z^2 + 2*v^-2 + -6*v^-4 + 10*v^-6 + -5*v^-8
13a_2454, 13a_2897 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -3*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -3*v^-2*z^4 + -4*v^-4*z^4 + 7*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -3*v^-4*z^2 + 10*v^-6*z^2 + -3*v^-8*z^2 + v^-2 + -2*v^-4 + 5*v^-6 + -3*v^-8
13a_2455 | -1*v^-4*z^10 + 2*v^-2*z^8 + -8*v^-4*z^8 + v^-6*z^8 + -1*z^6 + 12*v^-2*z^6 + -26*v^-4*z^6 + 6*v^-6*z^6 + -4*z^4 + 25*v^-2*z^4 + -43*v^-4*z^4 + 13*v^-6*z^4 + -4*z^2 + 23*v^-2*z^2 + -34*v^-4*z^2 + 13*v^-6*z^2 + -1 + 8*v^-2 + -10*v^-4 + 4*v^-6
13a_2456 | -1*v^-2*z^8 + -1*v^-4*z^8 + 2*z^6 + -3*v^-2*z^6 + -5*v^-4*z^6 + v^-6*z^6 + -1*v^2*z^4 + 5*z^4 + -3*v^-2*z^4 + -12*v^-4*z^4 + 4*v^-6*z^4 + -1*v^2*z^2 + 4*z^2 + v^-2*z^2 + -13*v^-4*z^2 + 6*v^-6*z^2 + 1 + 3*v^-2 + -6*v^-4 + 3*v^-6
13a_2457 | -1*v^4*z^10 + 2*v^6*z^8 + -7*v^4*z^8 + v^2*z^8 + -1*v^8*z^6 + 11*v^6*z^6 + -20*v^4*z^6 + 5*v^2*z^6 + -4*v^8*z^4 + 22*v^6*z^4 + -29*v^4*z^4 + 9*v^2*z^4 + -5*v^8*z^2 + 19*v^6*z^2 + -20*v^4*z^2 + 8*v^2*z^2 + -2*v^8 + 5*v^6 + -5*v^4 + 3*v^2
13a_2458 | v^4*z^8 + -3*v^6*z^6 + 4*v^4*z^6 + -2*v^2*z^6 + 3*v^8*z^4 + -9*v^6*z^4 + 7*v^4*z^4 + -7*v^2*z^4 + z^4 + -1*v^10*z^2 + 6*v^8*z^2 + -7*v^6*z^2 + 6*v^4*z^2 + -7*v^2*z^2 + 3*z^2 + -1*v^10 + 2*v^8 + -1*v^6 + v^4 + -2*v^2 + 2
13a_2459 | v^-2*z^10 + -2*z^8 + 7*v^-2*z^8 + -1*v^-4*z^8 + v^2*z^6 + -11*z^6 + 19*v^-2*z^6 + -5*v^-4*z^6 + 4*v^2*z^4 + -20*z^4 + 25*v^-2*z^4 + -8*v^-4*z^4 + 4*v^2*z^2 + -14*z^2 + 15*v^-2*z^2 + -5*v^-4*z^2 + v^2 + -2 + 3*v^-2 + -1*v^-4
13a_2460 | z^8 + v^-2*z^8 + -2*v^2*z^6 + 2*z^6 + 4*v^-2*z^6 + -1*v^-4*z^6 + v^4*z^4 + -4*v^2*z^4 + -1*z^4 + 8*v^-2*z^4 + -3*v^-4*z^4 + v^4*z^2 + -1*v^2*z^2 + -6*z^2 + 8*v^-2*z^2 + -3*v^-4*z^2 + 2*v^2 + -4 + 4*v^-2 + -1*v^-4
13a_2461 | v^2*z^6 + z^6 + v^-2*z^6 + -1*v^4*z^4 + 2*v^2*z^4 + z^4 + 2*v^-2*z^4 + -2*v^-4*z^4 + -1*v^4*z^2 + -1*z^2 + 2*v^-2*z^2 + -4*v^-4*z^2 + v^-6*z^2 + v^4 + -1*v^2 + 2*v^-2 + -2*v^-4 + v^-6
13a_2462 | -1*v^-4*z^8 + -1*v^-6*z^8 + v^-2*z^6 + -6*v^-4*z^6 + -5*v^-6*z^6 + 2*v^-8*z^6 + 5*v^-2*z^4 + -12*v^-4*z^4 + -6*v^-6*z^4 + 10*v^-8*z^4 + -1*v^-10*z^4 + 7*v^-2*z^2 + -10*v^-4*z^2 + 13*v^-8*z^2 + -4*v^-10*z^2 + 2*v^-2 + -3*v^-4 + v^-6 + 4*v^-8 + -3*v^-10
13a_2463 | -1*v^-2*z^6 + -2*v^-4*z^6 + -1*v^-6*z^6 + z^4 + -2*v^-2*z^4 + -6*v^-4*z^4 + -1*v^-6*z^4 + 2*v^-8*z^4 + 2*z^2 + v^-2*z^2 + -5*v^-4*z^2 + 3*v^-6*z^2 + 5*v^-8*z^2 + -1*v^-10*z^2 + 2*v^-2 + -3*v^-4 + 2*v^-6 + 2*v^-8 + -2*v^-10
13a_2464 | -1*v^-2*z^6 + -2*v^-4*z^6 + -1*v^-6*z^6 + z^4 + -3*v^-2*z^4 + -6*v^-4*z^4 + -1*v^-6*z^4 + 2*v^-8*z^4 + 3*z^2 + -2*v^-2*z^2 + -3*v^-4*z^2 + 3*v^-6*z^2 + 5*v^-8*z^2 + -1*v^-10*z^2 + 1 + -1*v^-2 + v^-6 + 2*v^-8 + -2*v^-10
13a_2465 | -1*z^4 + -3*v^-2*z^4 + -3*v^-4*z^4 + -1*v^-6*z^4 + v^2*z^2 + z^2 + -2*v^-2*z^2 + -1*v^-4*z^2 + 3*v^-6*z^2 + 2*v^-8*z^2 + 1 + -1*v^-2 + 2*v^-6 + -1*v^-10
13a_2466 | -1*z^10 + v^2*z^8 + -5*z^8 + 2*v^-2*z^8 + 3*v^2*z^6 + -8*z^6 + 8*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -3*z^4 + 9*v^-2*z^4 + -3*v^-4*z^4 + -2*v^2*z^2 + 2*z^2 + 2*v^-2*z^2 + -2*v^-4*z^2 + 1
13a_2467 | -1*v^-4*z^10 + v^-2*z^8 + -6*v^-4*z^8 + 2*v^-6*z^8 + 4*v^-2*z^6 + -13*v^-4*z^6 + 10*v^-6*z^6 + -1*v^-8*z^6 + 4*v^-2*z^4 + -12*v^-4*z^4 + 16*v^-6*z^4 + -4*v^-8*z^4 + v^-2*z^2 + -2*v^-4*z^2 + 9*v^-6*z^2 + -4*v^-8*z^2 + 2*v^-4 + -1*v^-8
13a_2468 | -1*z^10 + v^2*z^8 + -7*z^8 + 2*v^-2*z^8 + 5*v^2*z^6 + -19*z^6 + 12*v^-2*z^6 + -1*v^-4*z^6 + 8*v^2*z^4 + -25*z^4 + 26*v^-2*z^4 + -5*v^-4*z^4 + 4*v^2*z^2 + -16*z^2 + 24*v^-2*z^2 + -8*v^-4*z^2 + -3 + 8*v^-2 + -4*v^-4
13a_2469 | v^2*z^10 + -1*v^4*z^8 + 6*v^2*z^8 + -2*z^8 + -4*v^4*z^6 + 12*v^2*z^6 + -10*z^6 + v^-2*z^6 + -3*v^4*z^4 + 8*v^2*z^4 + -15*z^4 + 4*v^-2*z^4 + 2*v^4*z^2 + -1*v^2*z^2 + -7*z^2 + 4*v^-2*z^2 + v^4 + -1*v^2 + v^-2
13a_2470 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 4*v^2*z^4 + -4*z^4 + -3*v^-2*z^4 + v^-4*z^4 + 2*v^2*z^2 + -7*z^2 + v^-2*z^2 + v^-4*z^2 + v^4 + -2 + 2*v^-2
13a_2471 | v^2*z^8 + z^8 + -2*v^4*z^6 + 2*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -4*v^4*z^4 + -2*v^2*z^4 + 8*z^4 + -3*v^-2*z^4 + v^6*z^2 + -8*v^2*z^2 + 9*z^2 + -3*v^-2*z^2 + 2*v^4 + -5*v^2 + 5 + -1*v^-2
13a_2472 | -1*v^4*z^10 + 2*v^6*z^8 + -8*v^4*z^8 + v^2*z^8 + -1*v^8*z^6 + 13*v^6*z^6 + -26*v^4*z^6 + 6*v^2*z^6 + -5*v^8*z^4 + 30*v^6*z^4 + -42*v^4*z^4 + 13*v^2*z^4 + -7*v^8*z^2 + 27*v^6*z^2 + -31*v^4*z^2 + 12*v^2*z^2 + -2*v^8 + 6*v^6 + -7*v^4 + 4*v^2
13a_2473 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -4*v^4*z^6 + -5*v^2*z^6 + z^6 + -1*v^8*z^4 + 8*v^6*z^4 + -6*v^4*z^4 + -10*v^2*z^4 + 4*z^4 + -3*v^8*z^2 + 11*v^6*z^2 + -5*v^4*z^2 + -8*v^2*z^2 + 5*z^2 + -2*v^8 + 5*v^6 + -3*v^4 + -1*v^2 + 2
13a_2474 | -1*v^6*z^8 + -1*v^4*z^8 + 2*v^8*z^6 + -5*v^6*z^6 + -6*v^4*z^6 + v^2*z^6 + -1*v^10*z^4 + 9*v^8*z^4 + -7*v^6*z^4 + -13*v^4*z^4 + 5*v^2*z^4 + -3*v^10*z^2 + 10*v^8*z^2 + -2*v^6*z^2 + -13*v^4*z^2 + 8*v^2*z^2 + -1*v^10 + 2*v^8 + v^6 + -5*v^4 + 4*v^2
13a_2475 | -1*v^6*z^6 + -2*v^4*z^6 + -1*v^2*z^6 + 2*v^8*z^4 + -1*v^6*z^4 + -6*v^4*z^4 + -3*v^2*z^4 + z^4 + -1*v^10*z^2 + 4*v^8*z^2 + v^6*z^2 + -5*v^4*z^2 + -3*v^2*z^2 + 3*z^2 + -1*v^10 + 2*v^8 + -1*v^4 + -1*v^2 + 2
13a_2476 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 3*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 3*v^2*z^4 + 6*z^4 + -6*v^-2*z^4 + v^-4*z^4 + -1*v^4*z^2 + -2*v^2*z^2 + 7*z^2 + -9*v^-2*z^2 + 2*v^-4*z^2 + v^4 + -2*v^2 + 4 + -4*v^-2 + 2*v^-4
13a_2478 | v^-4*z^8 + -2*v^-2*z^6 + 4*v^-4*z^6 + -3*v^-6*z^6 + z^4 + -7*v^-2*z^4 + 6*v^-4*z^4 + -10*v^-6*z^4 + 3*v^-8*z^4 + 3*z^2 + -5*v^-2*z^2 + 6*v^-4*z^2 + -7*v^-6*z^2 + 8*v^-8*z^2 + -1*v^-10*z^2 + 1 + -1*v^-2 + v^-4 + -1*v^-6 + 3*v^-8 + -2*v^-10
13a_2479 | v^-2*z^6 + v^-4*z^6 + -2*z^4 + -1*v^-2*z^4 + -1*v^-4*z^4 + -3*v^-6*z^4 + v^2*z^2 + -1*v^-2*z^2 + v^-4*z^2 + -1*v^-6*z^2 + 3*v^-8*z^2 + 1 + -1*v^-2 + v^-4 + v^-8 + -1*v^-10
13a_2481 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -4*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + 3*z^4 + -7*v^-2*z^4 + 2*v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + 2*z^2 + -5*v^-2*z^2 + 6*v^-4*z^2 + 3*v^-6*z^2 + -2*v^-8*z^2 + 2*v^-4 + -1*v^-8
13a_2482 | v^2*z^10 + -2*v^4*z^8 + 7*v^2*z^8 + -1*z^8 + v^6*z^6 + -9*v^4*z^6 + 21*v^2*z^6 + -5*z^6 + 2*v^6*z^4 + -14*v^4*z^4 + 31*v^2*z^4 + -10*z^4 + -8*v^4*z^2 + 21*v^2*z^2 + -9*z^2 + -1*v^6 + -1*v^4 + 5*v^2 + -2
13a_2483 | v^-2*z^10 + -2*z^8 + 7*v^-2*z^8 + -1*v^-4*z^8 + v^2*z^6 + -9*z^6 + 20*v^-2*z^6 + -5*v^-4*z^6 + 2*v^2*z^4 + -12*z^4 + 27*v^-2*z^4 + -9*v^-4*z^4 + -1*v^2*z^2 + -4*z^2 + 14*v^-2*z^2 + -7*v^-4*z^2 + -1*v^2 + 2 + v^-2 + -1*v^-4
13a_2484 | v^2*z^10 + -2*v^4*z^8 + 5*v^2*z^8 + -1*z^8 + v^6*z^6 + -7*v^4*z^6 + 8*v^2*z^6 + -3*z^6 + 2*v^6*z^4 + -5*v^4*z^4 + v^2*z^4 + -1*z^4 + 4*v^4*z^2 + -7*v^2*z^2 + 3*z^2 + -1*v^6 + 3*v^4 + -3*v^2 + 2
13a_2485 | -1*v^4*z^10 + 2*v^6*z^8 + -6*v^4*z^8 + v^2*z^8 + -1*v^8*z^6 + 9*v^6*z^6 + -13*v^4*z^6 + 4*v^2*z^6 + -3*v^8*z^4 + 12*v^6*z^4 + -10*v^4*z^4 + 4*v^2*z^4 + -2*v^8*z^2 + 3*v^6*z^2 + 3*v^4*z^2 + -3*v^6 + 5*v^4 + -1*v^2
13a_2486 | -1*z^10 + 2*v^2*z^8 + -6*z^8 + v^-2*z^8 + -1*v^4*z^6 + 9*v^2*z^6 + -13*z^6 + 4*v^-2*z^6 + -3*v^4*z^4 + 12*v^2*z^4 + -10*z^4 + 4*v^-2*z^4 + -2*v^4*z^2 + 3*v^2*z^2 + 2*z^2 + -1*v^-2*z^2 + -2*v^2 + 5 + -2*v^-2
13a_2487 | v^-2*z^10 + -1*z^8 + 5*v^-2*z^8 + -2*v^-4*z^8 + -3*z^6 + 8*v^-2*z^6 + -8*v^-4*z^6 + v^-6*z^6 + -1*z^4 + 3*v^-2*z^4 + -9*v^-4*z^4 + 3*v^-6*z^4 + 2*z^2 + -2*v^-2*z^2 + -2*v^-4*z^2 + 2*v^-6*z^2 + 1
13a_2488 | v^2*z^10 + -1*v^4*z^8 + 6*v^2*z^8 + -2*z^8 + -4*v^4*z^6 + 13*v^2*z^6 + -10*z^6 + v^-2*z^6 + -4*v^4*z^4 + 12*v^2*z^4 + -17*z^4 + 4*v^-2*z^4 + 4*v^2*z^2 + -13*z^2 + 5*v^-2*z^2 + v^4 + v^2 + -4 + 3*v^-2
13a_2489 | -1*v^-4*z^10 + v^-2*z^8 + -6*v^-4*z^8 + 2*v^-6*z^8 + 4*v^-2*z^6 + -12*v^-4*z^6 + 10*v^-6*z^6 + -1*v^-8*z^6 + 3*v^-2*z^4 + -8*v^-4*z^4 + 15*v^-6*z^4 + -4*v^-8*z^4 + -1*v^-2*z^2 + 2*v^-4*z^2 + 7*v^-6*z^2 + -4*v^-8*z^2 + 2*v^-4 + -1*v^-8
13a_2490 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -2*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + z^4 + -1*v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + -1*z^2 + 2*v^-2*z^2 + 4*v^-6*z^2 + -2*v^-8*z^2 + v^-2 + v^-6 + -1*v^-8
13a_2491, 13a_4701 | v^-2*z^10 + -1*z^8 + 6*v^-2*z^8 + -2*v^-4*z^8 + -4*z^6 + 13*v^-2*z^6 + -10*v^-4*z^6 + v^-6*z^6 + -4*z^4 + 12*v^-2*z^4 + -16*v^-4*z^4 + 4*v^-6*z^4 + 4*v^-2*z^2 + -8*v^-4*z^2 + 4*v^-6*z^2 + 1
13a_2492 | -1*z^10 + v^2*z^8 + -6*z^8 + 2*v^-2*z^8 + 4*v^2*z^6 + -13*z^6 + 10*v^-2*z^6 + -1*v^-4*z^6 + 4*v^2*z^4 + -12*z^4 + 17*v^-2*z^4 + -4*v^-4*z^4 + -5*z^2 + 12*v^-2*z^2 + -5*v^-4*z^2 + -1 + 4*v^-2 + -2*v^-4
13a_2493 | -1*v^4*z^10 + v^6*z^8 + -7*v^4*z^8 + 2*v^2*z^8 + 5*v^6*z^6 + -18*v^4*z^6 + 12*v^2*z^6 + -1*z^6 + 7*v^6*z^4 + -22*v^4*z^4 + 24*v^2*z^4 + -5*z^4 + 3*v^6*z^2 + -13*v^4*z^2 + 21*v^2*z^2 + -7*z^2 + -4*v^4 + 8*v^2 + -3
13a_2494 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -4*v^4*z^6 + -2*v^2*z^6 + 2*z^6 + 3*v^6*z^4 + -7*v^4*z^4 + 2*v^2*z^4 + 5*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -6*v^4*z^2 + 6*v^2*z^2 + 3*z^2 + -2*v^-2*z^2 + -2*v^4 + 3*v^2 + 1 + -1*v^-2
13a_2495, 13a_3199, 13a_3422, 13a_4457 | v^2*z^8 + z^8 + -1*v^4*z^6 + 4*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -3*v^4*z^4 + 8*v^2*z^4 + -1*z^4 + -5*v^-2*z^4 + v^-4*z^4 + -3*v^4*z^2 + 8*v^2*z^2 + -4*z^2 + -4*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + 3*v^2 + -1 + -1*v^-2 + v^-4
13a_2496 | -1*z^10 + v^2*z^8 + -7*z^8 + 2*v^-2*z^8 + 5*v^2*z^6 + -19*z^6 + 12*v^-2*z^6 + -1*v^-4*z^6 + 8*v^2*z^4 + -26*z^4 + 26*v^-2*z^4 + -5*v^-4*z^4 + 5*v^2*z^2 + -20*z^2 + 25*v^-2*z^2 + -8*v^-4*z^2 + 2*v^2 + -7 + 10*v^-2 + -4*v^-4
13a_2497 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -4*z^6 + -2*v^-2*z^6 + 2*v^-4*z^6 + 3*v^2*z^4 + -8*z^4 + 2*v^-2*z^4 + 5*v^-4*z^4 + -1*v^-6*z^4 + 3*v^2*z^2 + -10*z^2 + 7*v^-2*z^2 + 3*v^-4*z^2 + -2*v^-6*z^2 + 2*v^2 + -5 + 5*v^-2 + -1*v^-6
13a_2499 | v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -1*v^6*z^4 + -1*v^4*z^4 + 5*v^2*z^4 + 2*z^4 + -3*v^-2*z^4 + -3*v^4*z^2 + 2*v^2*z^2 + -4*v^-2*z^2 + v^-4*z^2 + v^6 + -1*v^4 + 1 + -1*v^-2 + v^-4
13a_2500 | v^-4*z^8 + 2*v^-6*z^8 + -1*v^-2*z^6 + 2*v^-4*z^6 + 9*v^-6*z^6 + -3*v^-8*z^6 + -2*v^-2*z^4 + -1*v^-4*z^4 + 17*v^-6*z^4 + -11*v^-8*z^4 + v^-10*z^4 + -2*v^-4*z^2 + 17*v^-6*z^2 + -14*v^-8*z^2 + 3*v^-10*z^2 + 6*v^-6 + -7*v^-8 + 2*v^-10
13a_2501 | v^-2*z^6 + 2*v^-4*z^6 + 2*v^-6*z^6 + -1*z^4 + v^-4*z^4 + 4*v^-6*z^4 + -3*v^-8*z^4 + v^-2*z^2 + -1*v^-4*z^2 + 7*v^-6*z^2 + -5*v^-8*z^2 + v^-10*z^2 + v^-2 + -1*v^-4 + 4*v^-6 + -4*v^-8 + v^-10
13a_2502 | -3*v^8*z^6 + -3*v^6*z^6 + -1*v^4*z^6 + 4*v^10*z^4 + -8*v^8*z^4 + -7*v^6*z^4 + v^2*z^4 + -1*v^12*z^2 + 8*v^10*z^2 + -8*v^8*z^2 + -5*v^6*z^2 + 5*v^4*z^2 + 2*v^2*z^2 + -1*v^12 + 4*v^10 + -4*v^8 + -2*v^6 + 4*v^4
13a_2503, 13a_2608 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 3*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -2*v^8*z^4 + 3*v^6*z^4 + 4*v^4*z^4 + -7*v^2*z^4 + z^4 + -1*v^8*z^2 + v^6*z^2 + 5*v^4*z^2 + -8*v^2*z^2 + 3*z^2 + -1*v^6 + 3*v^4 + -3*v^2 + 2
13a_2505 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -4*v^-2*z^4 + -1*v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -1*v^-2*z^2 + 6*v^-6*z^2 + -2*v^-8*z^2 + v^-2 + -1*v^-4 + 3*v^-6 + -2*v^-8
13a_2506 | -1*v^-2*z^8 + -1*v^-4*z^8 + 2*z^6 + -2*v^-2*z^6 + -4*v^-4*z^6 + v^-6*z^6 + -1*v^2*z^4 + 4*z^4 + -9*v^-4*z^4 + 3*v^-6*z^4 + -1*v^2*z^2 + 2*z^2 + 3*v^-2*z^2 + -10*v^-4*z^2 + 4*v^-6*z^2 + 1 + 2*v^-2 + -4*v^-4 + 2*v^-6
13a_2507 | -3*v^8*z^4 + -4*v^6*z^4 + -3*v^4*z^4 + -1*v^2*z^4 + 4*v^10*z^2 + -3*v^8*z^2 + -3*v^6*z^2 + -1*v^4*z^2 + 2*v^2*z^2 + z^2 + -1*v^12 + 3*v^10 + -2*v^8 + -1*v^6 + 2*v^2
13a_2508 | v^6*z^6 + v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 2*v^6*z^4 + -1*v^4*z^4 + v^2*z^4 + -2*z^4 + -1*v^8*z^2 + 4*v^6*z^2 + -4*v^4*z^2 + 2*v^2*z^2 + -3*z^2 + v^-2*z^2 + -1*v^8 + 3*v^6 + -3*v^4 + 2*v^2 + -1 + v^-2
13a_2509 | -1*v^-2*z^6 + -2*v^-4*z^6 + -1*v^-6*z^6 + z^4 + -1*v^-2*z^4 + -5*v^-4*z^4 + 2*v^-8*z^4 + z^2 + 2*v^-2*z^2 + -5*v^-4*z^2 + 4*v^-6*z^2 + 3*v^-8*z^2 + -1*v^-10*z^2 + 2*v^-2 + -3*v^-4 + 3*v^-6 + -1*v^-10
13a_2510 | -1*v^-4*z^6 + -2*v^-6*z^6 + -1*v^-8*z^6 + v^-2*z^4 + v^-4*z^4 + 2*v^-8*z^4 + 2*v^-10*z^4 + 2*v^-4*z^2 + 4*v^-6*z^2 + 2*v^-8*z^2 + -1*v^-12*z^2 + 3*v^-6 + -1*v^-8 + -1*v^-10
13a_2511 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -1*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -5*v^-2*z^4 + 4*v^-4*z^4 + 3*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -4*v^-2*z^2 + 9*v^-4*z^2 + -1*v^-6*z^2 + -1*v^-8*z^2 + -1*v^-2 + 5*v^-4 + -3*v^-6
13a_2512 | -1*z^10 + v^2*z^8 + -7*z^8 + 2*v^-2*z^8 + 5*v^2*z^6 + -19*z^6 + 12*v^-2*z^6 + -1*v^-4*z^6 + 8*v^2*z^4 + -24*z^4 + 27*v^-2*z^4 + -5*v^-4*z^4 + 3*v^2*z^2 + -15*z^2 + 26*v^-2*z^2 + -9*v^-4*z^2 + -4 + 10*v^-2 + -5*v^-4
13a_2513 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -4*v^2*z^6 + -3*z^6 + 2*v^-2*z^6 + 3*v^4*z^4 + -5*v^2*z^4 + 7*v^-2*z^4 + -1*v^-4*z^4 + v^4*z^2 + -4*v^2*z^2 + 4*z^2 + 6*v^-2*z^2 + -3*v^-4*z^2 + -2*v^2 + 3 + 2*v^-2 + -2*v^-4
13a_2514 | v^2*z^8 + z^8 + -2*v^4*z^6 + 2*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -3*v^4*z^4 + 9*z^4 + -3*v^-2*z^4 + v^4*z^2 + -4*v^2*z^2 + 10*z^2 + -4*v^-2*z^2 + -1*v^6 + 2*v^4 + -3*v^2 + 5 + -2*v^-2
13a_2515 | -1*v^2*z^6 + -3*z^6 + -2*v^-2*z^6 + v^4*z^4 + v^2*z^4 + -5*z^4 + -3*v^-2*z^4 + 3*v^-4*z^4 + 2*v^2*z^2 + -2*z^2 + -4*v^-2*z^2 + 5*v^-4*z^2 + -1*v^-6*z^2 + 2 + -3*v^-2 + 3*v^-4 + -1*v^-6
13a_2516 | -1*v^8*z^8 + -1*v^6*z^8 + 2*v^10*z^6 + -3*v^8*z^6 + -3*v^6*z^6 + v^4*z^6 + -1*v^12*z^4 + 6*v^10*z^4 + -3*v^8*z^4 + -1*v^6*z^4 + 3*v^4*z^4 + -2*v^12*z^2 + 4*v^10*z^2 + -3*v^8*z^2 + 3*v^6*z^2 + 3*v^4*z^2 + -2*v^8 + 2*v^6 + v^4
