0_1 | 1
13a_2517 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -3*v^4*z^6 + -4*v^2*z^6 + z^6 + -1*v^8*z^4 + 6*v^6*z^4 + -4*v^4*z^4 + -8*v^2*z^4 + 3*z^4 + -2*v^8*z^2 + 8*v^6*z^2 + -2*v^4*z^2 + -7*v^2*z^2 + 4*z^2 + -2*v^8 + 4*v^6 + -1*v^4 + -2*v^2 + 2
13a_2518 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -4*z^6 + -4*v^-2*z^6 + 2*v^-4*z^6 + 3*v^2*z^4 + -5*z^4 + -7*v^-2*z^4 + 8*v^-4*z^4 + -1*v^-6*z^4 + 2*v^2*z^2 + -1*z^2 + -7*v^-2*z^2 + 12*v^-4*z^2 + -3*v^-6*z^2 + 1 + -3*v^-2 + 6*v^-4 + -3*v^-6
13a_2519 | -1*v^2*z^6 + -2*z^6 + -1*v^-2*z^6 + v^4*z^4 + -1*v^2*z^4 + -4*z^4 + 2*v^-4*z^4 + v^4*z^2 + -3*z^2 + 2*v^-2*z^2 + 3*v^-4*z^2 + -1*v^-6*z^2 + v^-2 + v^-4 + -1*v^-6
13a_2520 | -3*v^8*z^6 + -4*v^6*z^6 + -1*v^4*z^6 + 4*v^10*z^4 + -6*v^8*z^4 + -9*v^6*z^4 + 2*v^4*z^4 + v^2*z^4 + -1*v^12*z^2 + 7*v^10*z^2 + -5*v^8*z^2 + -7*v^6*z^2 + 7*v^4*z^2 + v^2*z^2 + -1*v^12 + 3*v^10 + -2*v^8 + -3*v^6 + 4*v^4
13a_2524 | -1*v^2*z^6 + -2*z^6 + -1*v^-2*z^6 + v^4*z^4 + -1*v^2*z^4 + -2*z^4 + v^-2*z^4 + 2*v^-4*z^4 + v^4*z^2 + -2*v^2*z^2 + z^2 + 2*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + -1*v^2 + 2 + v^-4 + -1*v^-6
13a_2525, 13a_2959 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -5*v^-2*z^4 + -1*v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + 2*z^2 + -3*v^-2*z^2 + 2*v^-4*z^2 + 6*v^-6*z^2 + -2*v^-8*z^2 + v^-4 + 2*v^-6 + -2*v^-8
13a_2526 | v^2*z^8 + z^8 + -2*v^4*z^6 + 3*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -4*v^4*z^4 + 5*v^2*z^4 + 8*z^4 + -3*v^-2*z^4 + -2*v^4*z^2 + 3*v^2*z^2 + 6*z^2 + -4*v^-2*z^2 + -1*v^6 + v^4 + 2 + -1*v^-2
13a_2527 | z^8 + v^-2*z^8 + -2*v^2*z^6 + 2*z^6 + 3*v^-2*z^6 + -1*v^-4*z^6 + v^4*z^4 + -3*v^2*z^4 + 4*z^4 + 5*v^-2*z^4 + -2*v^-4*z^4 + -3*v^2*z^2 + 6*z^2 + v^-2*z^2 + -2*v^-4*z^2 + -2*v^2 + 5 + -2*v^-2
13a_2529 | -1*v^-2*z^8 + 2*z^6 + -3*v^-2*z^6 + 3*v^-4*z^6 + -1*v^2*z^4 + 4*z^4 + -5*v^-2*z^4 + 8*v^-4*z^4 + -3*v^-6*z^4 + -1*v^2*z^2 + 2*z^2 + -4*v^-2*z^2 + 8*v^-4*z^2 + -6*v^-6*z^2 + v^-8*z^2 + 1 + -1*v^-2 + 3*v^-4 + -3*v^-6 + v^-8
13a_2530 | -1*z^6 + -2*v^-2*z^6 + 2*v^2*z^4 + z^4 + -3*v^-2*z^4 + 5*v^-4*z^4 + -1*v^4*z^2 + v^2*z^2 + z^2 + -4*v^-2*z^2 + 7*v^-4*z^2 + -4*v^-6*z^2 + 1 + -1*v^-2 + 3*v^-4 + -3*v^-6 + v^-8
13a_2531 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 3*v^2*z^4 + -5*v^-2*z^4 + v^-4*z^4 + -2*z^2 + -5*v^-2*z^2 + 2*v^-4*z^2 + v^4 + -2*v^-2 + 2*v^-4
13a_2532 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 4*z^4 + -5*v^-2*z^4 + -3*v^-4*z^4 + v^-6*z^4 + 4*z^2 + -8*v^-2*z^2 + 3*v^-4*z^2 + v^-6*z^2 + 2 + -3*v^-2 + 3*v^-4 + -1*v^-6
13a_2533 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 4*v^6*z^6 + 2*v^4*z^6 + -2*v^2*z^6 + -3*v^8*z^4 + 8*v^6*z^4 + -3*v^4*z^4 + -6*v^2*z^4 + z^4 + -3*v^8*z^2 + 10*v^6*z^2 + -8*v^4*z^2 + -4*v^2*z^2 + 3*z^2 + -1*v^8 + 4*v^6 + -4*v^4 + 2
13a_2534 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 5*v^2*z^4 + z^4 + -5*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 5*v^2*z^2 + -5*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + 2*v^2 + 1 + -2*v^-2 + v^-4
13a_2535 | -1*z^10 + v^2*z^8 + -7*z^8 + 2*v^-2*z^8 + 5*v^2*z^6 + -20*z^6 + 12*v^-2*z^6 + -1*v^-4*z^6 + 9*v^2*z^4 + -29*z^4 + 28*v^-2*z^4 + -5*v^-4*z^4 + 6*v^2*z^2 + -23*z^2 + 29*v^-2*z^2 + -9*v^-4*z^2 + 2*v^2 + -8 + 12*v^-2 + -5*v^-4
13a_2536 | v^12*z^6 + 4*v^10*z^6 + 3*v^8*z^6 + v^6*z^6 + -1*v^14*z^4 + -2*v^12*z^4 + 10*v^10*z^4 + 8*v^8*z^4 + 3*v^6*z^4 + -7*v^12*z^2 + 6*v^10*z^2 + 7*v^8*z^2 + 3*v^6*z^2 + v^14 + -3*v^12 + 2*v^8 + v^6
13a_2539 | v^12*z^6 + 3*v^10*z^6 + 3*v^8*z^6 + v^6*z^6 + -1*v^14*z^4 + 8*v^10*z^4 + 9*v^8*z^4 + 3*v^6*z^4 + -1*v^14*z^2 + -5*v^12*z^2 + 6*v^10*z^2 + 7*v^8*z^2 + 3*v^6*z^2 + v^14 + -4*v^12 + 2*v^10 + v^8 + v^6
13a_2541 | -1*v^2*z^8 + 2*v^4*z^6 + -3*v^2*z^6 + 3*z^6 + -1*v^6*z^4 + 5*v^4*z^4 + -2*v^2*z^4 + 9*z^4 + -3*v^-2*z^4 + -2*v^6*z^2 + v^4*z^2 + v^2*z^2 + 5*z^2 + -8*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 3*v^2 + -3*v^-2 + 2*v^-4
13a_2542 | -1*v^2*z^6 + -1*z^6 + 2*v^4*z^4 + v^2*z^4 + 3*z^4 + 3*v^-2*z^4 + -1*v^6*z^2 + -1*v^2*z^2 + 4*z^2 + -2*v^-2*z^2 + -3*v^-4*z^2 + 3 + -3*v^-2 + v^-6
13a_2545 | v^6*z^6 + 2*v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + v^6*z^4 + 2*v^4*z^4 + -2*v^2*z^4 + -2*z^4 + -1*v^8*z^2 + 3*v^6*z^2 + -5*v^2*z^2 + -1*z^2 + v^-2*z^2 + -1*v^8 + 3*v^6 + -1*v^4 + -2*v^2 + 1 + v^-2
13a_2546 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -2*v^-2*z^6 + -2*v^-4*z^6 + 2*v^-6*z^6 + z^4 + -1*v^-2*z^4 + -3*v^-4*z^4 + 5*v^-6*z^4 + -1*v^-8*z^4 + 2*v^-2*z^2 + -4*v^-4*z^2 + 7*v^-6*z^2 + -2*v^-8*z^2 + 2*v^-2 + -3*v^-4 + 4*v^-6 + -2*v^-8
13a_2547 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -4*z^6 + -3*v^-2*z^6 + 2*v^-4*z^6 + 3*v^2*z^4 + -7*z^4 + -1*v^-2*z^4 + 7*v^-4*z^4 + -1*v^-6*z^4 + 3*v^2*z^2 + -9*z^2 + 4*v^-2*z^2 + 7*v^-4*z^2 + -3*v^-6*z^2 + 2*v^2 + -5 + 4*v^-2 + 2*v^-4 + -2*v^-6
13a_2548 | v^-6*z^10 + -1*v^-4*z^8 + 8*v^-6*z^8 + -2*v^-8*z^8 + -6*v^-4*z^6 + 26*v^-6*z^6 + -13*v^-8*z^6 + v^-10*z^6 + -12*v^-4*z^4 + 44*v^-6*z^4 + -31*v^-8*z^4 + 5*v^-10*z^4 + -9*v^-4*z^2 + 38*v^-6*z^2 + -33*v^-8*z^2 + 8*v^-10*z^2 + -2*v^-4 + 12*v^-6 + -13*v^-8 + 4*v^-10
13a_2550 | -1*z^10 + v^2*z^8 + -8*z^8 + 2*v^-2*z^8 + 6*v^2*z^6 + -25*z^6 + 14*v^-2*z^6 + -1*v^-4*z^6 + 12*v^2*z^4 + -39*z^4 + 35*v^-2*z^4 + -6*v^-4*z^4 + 9*v^2*z^2 + -31*z^2 + 37*v^-2*z^2 + -11*v^-4*z^2 + 2*v^2 + -9 + 14*v^-2 + -6*v^-4
13a_2551 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -5*z^6 + -3*v^-2*z^6 + 2*v^-4*z^6 + 4*v^2*z^4 + -11*z^4 + 7*v^-4*z^4 + -1*v^-6*z^4 + 5*v^2*z^2 + -13*z^2 + 7*v^-2*z^2 + 7*v^-4*z^2 + -3*v^-6*z^2 + 2*v^2 + -6 + 6*v^-2 + v^-4 + -2*v^-6
13a_2552, 13a_4512 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 5*v^2*z^4 + z^4 + -5*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 5*v^2*z^2 + -1*z^2 + -5*v^-2*z^2 + 2*v^-4*z^2 + -1*v^4 + 3*v^2 + -1 + -1*v^-2 + v^-4
13a_2553 | v^-2*z^6 + 3*v^-4*z^6 + 2*v^-6*z^6 + -1*z^4 + -1*v^-2*z^4 + 5*v^-4*z^4 + 3*v^-6*z^4 + -3*v^-8*z^4 + -1*v^-2*z^2 + 4*v^-4*z^2 + 5*v^-6*z^2 + -5*v^-8*z^2 + v^-10*z^2 + v^-4 + 3*v^-6 + -4*v^-8 + v^-10
13a_2554 | v^-2*z^6 + 4*v^-4*z^6 + 3*v^-6*z^6 + -1*z^4 + -2*v^-2*z^4 + 8*v^-4*z^4 + 6*v^-6*z^4 + -4*v^-8*z^4 + -3*v^-2*z^2 + 6*v^-4*z^2 + 7*v^-6*z^2 + -7*v^-8*z^2 + v^-10*z^2 + v^-4 + 3*v^-6 + -4*v^-8 + v^-10
13a_2555 | z^8 + v^-2*z^8 + -2*v^2*z^6 + z^6 + 3*v^-2*z^6 + -1*v^-4*z^6 + v^4*z^4 + -2*v^2*z^4 + -1*z^4 + 6*v^-2*z^4 + -2*v^-4*z^4 + -2*z^2 + 5*v^-2*z^2 + -2*v^-4*z^2 + 2*v^-2 + -1*v^-4
13a_2556 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 6*v^2*z^4 + -2*z^4 + -3*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 6*v^2*z^2 + -4*z^2 + -2*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 3*v^2 + -1 + -1*v^-2 + v^-4
13a_2557 | z^6 + 3*v^-2*z^6 + 2*v^-4*z^6 + -1*v^2*z^4 + -1*z^4 + 7*v^-2*z^4 + 4*v^-4*z^4 + -3*v^-6*z^4 + -4*z^2 + 8*v^-2*z^2 + 5*v^-4*z^2 + -6*v^-6*z^2 + v^-8*z^2 + -2 + 4*v^-2 + 2*v^-4 + -4*v^-6 + v^-8
13a_2558 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -3*v^4*z^6 + -2*v^2*z^6 + 2*z^6 + 2*v^6*z^4 + -5*v^4*z^4 + -3*v^2*z^4 + 4*z^4 + -1*v^-2*z^4 + 2*v^6*z^2 + -2*v^4*z^2 + -4*v^2*z^2 + 4*z^2 + -1*v^-2*z^2 + v^4 + -2*v^2 + 2
13a_2559 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -5*z^6 + -5*v^-2*z^6 + 2*v^-4*z^6 + 4*v^2*z^4 + -9*z^4 + -9*v^-2*z^4 + 10*v^-4*z^4 + -1*v^-6*z^4 + 5*v^2*z^2 + -8*z^2 + -7*v^-2*z^2 + 16*v^-4*z^2 + -4*v^-6*z^2 + 2*v^2 + -3 + -2*v^-2 + 8*v^-4 + -4*v^-6
13a_2560 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -4*z^6 + -4*v^-2*z^6 + 2*v^-4*z^6 + 3*v^2*z^4 + -6*z^4 + -7*v^-2*z^4 + 8*v^-4*z^4 + -1*v^-6*z^4 + 3*v^2*z^2 + -5*z^2 + -6*v^-2*z^2 + 12*v^-4*z^2 + -3*v^-6*z^2 + 2*v^2 + -3 + -1*v^-2 + 6*v^-4 + -3*v^-6
13a_2561 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -3*z^6 + -2*v^-2*z^6 + 2*v^-4*z^6 + 2*v^2*z^4 + -3*z^4 + 5*v^-4*z^4 + -1*v^-6*z^4 + -1*z^2 + 4*v^-4*z^2 + -2*v^-6*z^2 + 1 + -1*v^-2 + 2*v^-4 + -1*v^-6
13a_2562 | -1*v^-2*z^8 + -1*v^-4*z^8 + z^6 + -3*v^-2*z^6 + -1*v^-4*z^6 + 2*v^-6*z^6 + 2*z^4 + -5*v^-2*z^4 + 3*v^-4*z^4 + 3*v^-6*z^4 + -1*v^-8*z^4 + z^2 + -3*v^-2*z^2 + 6*v^-4*z^2 + v^-6*z^2 + -1*v^-8*z^2 + 2*v^-4 + -1*v^-8
13a_2563, 13a_3570 | z^8 + v^-2*z^8 + -1*v^2*z^6 + 3*z^6 + 2*v^-2*z^6 + -2*v^-4*z^6 + -2*v^2*z^4 + 4*z^4 + -5*v^-4*z^4 + v^-6*z^4 + -1*v^2*z^2 + 3*z^2 + -1*v^-2*z^2 + -4*v^-4*z^2 + 2*v^-6*z^2 + 1 + v^-2 + -2*v^-4 + v^-6
13a_2564 | -1*z^8 + -1*v^-2*z^8 + 2*v^2*z^6 + -4*z^6 + -5*v^-2*z^6 + v^-4*z^6 + -1*v^4*z^4 + 7*v^2*z^4 + -5*z^4 + -10*v^-2*z^4 + 4*v^-4*z^4 + -2*v^4*z^2 + 7*v^2*z^2 + -1*z^2 + -10*v^-2*z^2 + 5*v^-4*z^2 + -1*v^4 + 2*v^2 + 2 + -4*v^-2 + 2*v^-4
13a_2565, 13a_4065 | v^2*z^8 + z^8 + -2*v^4*z^6 + 3*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -6*v^4*z^4 + 3*v^2*z^4 + 7*z^4 + -3*v^-2*z^4 + 2*v^6*z^2 + -6*v^4*z^2 + 2*v^2*z^2 + 6*z^2 + -3*v^-2*z^2 + v^6 + -3*v^4 + 2*v^2 + 2 + -1*v^-2
13a_2568 | -1*z^6 + -1*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -4*z^4 + -3*v^-2*z^4 + -3*v^-4*z^4 + 2*v^-6*z^4 + 3*v^2*z^2 + -5*z^2 + -1*v^-2*z^2 + -1*v^-4*z^2 + 6*v^-6*z^2 + -1*v^-8*z^2 + 2*v^2 + -3 + v^-2 + 3*v^-6 + -2*v^-8
13a_2569 | -1*z^8 + -1*v^-2*z^8 + v^2*z^6 + -3*z^6 + -3*v^-2*z^6 + 2*v^-4*z^6 + 2*v^2*z^4 + -2*z^4 + -4*v^-2*z^4 + 6*v^-4*z^4 + -1*v^-6*z^4 + z^2 + -4*v^-2*z^2 + 6*v^-4*z^2 + -2*v^-6*z^2 + 1 + -1*v^-2 + 2*v^-4 + -1*v^-6
13a_2571 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 3*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 2*v^2*z^4 + 4*z^4 + -6*v^-2*z^4 + v^-4*z^4 + -2*v^2*z^2 + 3*z^2 + -6*v^-2*z^2 + 2*v^-4*z^2 + v^4 + -1*v^2 + 1 + -1*v^-2 + v^-4
13a_2573 | -1*v^4*z^6 + -2*v^2*z^6 + -1*z^6 + 2*v^6*z^4 + -1*v^4*z^4 + -6*v^2*z^4 + -2*z^4 + v^-2*z^4 + -1*v^8*z^2 + 5*v^6*z^2 + 2*v^4*z^2 + -6*v^2*z^2 + -1*z^2 + 2*v^-2*z^2 + -2*v^8 + 3*v^6 + v^4 + -2*v^2 + v^-2
13a_2574 | -1*v^6*z^4 + -3*v^4*z^4 + -3*v^2*z^4 + -1*z^4 + 2*v^8*z^2 + 2*v^6*z^2 + -2*v^4*z^2 + -3*v^2*z^2 + v^-2*z^2 + -1*v^10 + v^8 + v^6 + -1*v^2 + v^-2
13a_2575 | -1*v^-2*z^8 + 2*z^6 + -2*v^-2*z^6 + 3*v^-4*z^6 + -1*v^2*z^4 + 2*z^4 + -2*v^-2*z^4 + 7*v^-4*z^4 + -3*v^-6*z^4 + -1*z^2 + v^-2*z^2 + 8*v^-4*z^2 + -6*v^-6*z^2 + v^-8*z^2 + -1 + 2*v^-2 + 3*v^-4 + -4*v^-6 + v^-8
13a_2576, 13a_2612 | -1*v^4*z^8 + -1*v^2*z^8 + v^6*z^6 + -3*v^4*z^6 + -4*v^2*z^6 + 2*z^6 + 2*v^6*z^4 + -2*v^4*z^4 + -9*v^2*z^4 + 8*z^4 + -1*v^-2*z^4 + v^6*z^2 + 2*v^4*z^2 + -12*v^2*z^2 + 12*z^2 + -3*v^-2*z^2 + 2*v^4 + -6*v^2 + 7 + -2*v^-2
13a_2577 | v^4*z^6 + v^2*z^6 + -3*v^6*z^4 + -2*z^4 + 3*v^8*z^2 + -3*v^6*z^2 + v^4*z^2 + -1*v^2*z^2 + -2*z^2 + v^-2*z^2 + -1*v^10 + 2*v^8 + -1*v^6 + v^4 + -1*v^2 + v^-2
13a_2578 | -1*v^4*z^6 + -1*v^2*z^6 + -1*z^6 + v^6*z^4 + -2*v^4*z^4 + -1*v^2*z^4 + -2*z^4 + 2*v^-2*z^4 + v^6*z^2 + -1*v^4*z^2 + -1*v^2*z^2 + -3*z^2 + 4*v^-2*z^2 + -1*v^-4*z^2 + v^4 + -1*v^2 + -1 + 3*v^-2 + -1*v^-4
13a_2580 | -1*v^2*z^8 + -1*z^8 + v^4*z^6 + -4*v^2*z^6 + -3*z^6 + 2*v^-2*z^6 + 3*v^4*z^4 + -6*v^2*z^4 + -1*z^4 + 7*v^-2*z^4 + -1*v^-4*z^4 + 2*v^4*z^2 + -5*v^2*z^2 + 2*z^2 + 7*v^-2*z^2 + -3*v^-4*z^2 + -1*v^2 + 1 + 3*v^-2 + -2*v^-4
13a_2581 | z^8 + -2*v^2*z^6 + 2*z^6 + -3*v^-2*z^6 + v^4*z^4 + -2*v^2*z^4 + 4*z^4 + -6*v^-2*z^4 + 3*v^-4*z^4 + -1*v^2*z^2 + 5*z^2 + -7*v^-2*z^2 + 5*v^-4*z^2 + -1*v^-6*z^2 + -1*v^2 + 4 + -4*v^-2 + 3*v^-4 + -1*v^-6
13a_2582 | v^2*z^8 + z^8 + -1*v^4*z^6 + 2*v^2*z^6 + z^6 + -2*v^-2*z^6 + -1*v^4*z^4 + 2*v^2*z^4 + -1*z^4 + -3*v^-2*z^4 + v^-4*z^4 + v^2*z^2 + -2*z^2 + -1*v^-2*z^2 + v^-4*z^2 + v^2 + -1 + v^-2
13a_2583 | -1*v^4*z^6 + -1*v^2*z^6 + -1*z^6 + 2*v^6*z^4 + -3*v^4*z^4 + -2*v^2*z^4 + -3*z^4 + v^-2*z^4 + -1*v^8*z^2 + 6*v^6*z^2 + -4*v^4*z^2 + -1*v^2*z^2 + -3*z^2 + 2*v^-2*z^2 + -2*v^8 + 5*v^6 + -3*v^4 + v^-2
13a_2584 | -1*v^6*z^4 + -2*v^4*z^4 + -2*v^2*z^4 + -1*z^4 + 2*v^8*z^2 + -2*v^4*z^2 + -2*v^2*z^2 + -1*z^2 + v^-2*z^2 + -1*v^10 + 2*v^8 + -1*v^4 + v^-2
13a_2587 | -1*v^4*z^6 + -1*v^2*z^6 + -1*z^6 + v^6*z^4 + -2*v^4*z^4 + -1*z^4 + 2*v^-2*z^4 + v^6*z^2 + -2*v^4*z^2 + v^2*z^2 + -1*z^2 + 3*v^-2*z^2 + -1*v^-4*z^2 + 2*v^-2 + -1*v^-4
13a_2589 | -1*z^6 + -1*v^-2*z^6 + -1*v^-4*z^6 + v^2*z^4 + -2*z^4 + -1*v^-4*z^4 + 2*v^-6*z^4 + v^2*z^2 + -2*z^2 + 2*v^-2*z^2 + 3*v^-6*z^2 + -1*v^-8*z^2 + v^-2 + v^-6 + -1*v^-8
13a_2590 | z^8 + v^-2*z^8 + -2*v^2*z^6 + 2*z^6 + 4*v^-2*z^6 + -1*v^-4*z^6 + v^4*z^4 + -3*v^2*z^4 + 2*z^4 + 9*v^-2*z^4 + -3*v^-4*z^4 + -2*v^2*z^2 + 7*v^-2*z^2 + -4*v^-4*z^2 + 2*v^-2 + -1*v^-4
13a_2591 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -1*v^4*z^6 + -3*v^2*z^6 + z^6 + -1*v^8*z^4 + 2*v^6*z^4 + 3*v^4*z^4 + -5*v^2*z^4 + 2*z^4 + -2*v^6*z^2 + 8*v^4*z^2 + -3*v^2*z^2 + z^2 + -3*v^6 + 5*v^4 + -1*v^2
13a_2592, 13a_3648 | -1*v^2*z^8 + -1*z^8 + 2*v^4*z^6 + -2*v^2*z^6 + -3*z^6 + v^-2*z^6 + -1*v^6*z^4 + 4*v^4*z^4 + -1*v^2*z^4 + -3*z^4 + 2*v^-2*z^4 + -1*v^6*z^2 + 2*v^4*z^2 + -1*v^2*z^2 + z^2 + -1*v^2 + 3 + -1*v^-2
13a_2593 | v^4*z^6 + 2*v^2*z^6 + z^6 + -1*v^6*z^4 + v^4*z^4 + 4*v^2*z^4 + -1*z^4 + -2*v^-2*z^4 + -1*v^6*z^2 + 5*v^2*z^2 + -5*z^2 + -2*v^-2*z^2 + v^-4*z^2 + -1*v^4 + 4*v^2 + -3 + v^-4
13a_2594 | v^2*z^8 + z^8 + -2*v^4*z^6 + 3*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + v^6*z^4 + -4*v^4*z^4 + 4*v^2*z^4 + 7*z^4 + -3*v^-2*z^4 + -1*v^4*z^2 + 2*v^2*z^2 + 5*z^2 + -3*v^-2*z^2 + -1*v^6 + v^4 + 2 + -1*v^-2
13a_2595 | -1*v^4*z^8 + -1*v^2*z^8 + 2*v^6*z^6 + -2*v^4*z^6 + -3*v^2*z^6 + z^6 + -1*v^8*z^4 + 4*v^6*z^4 + -3*v^2*z^4 + 2*z^4 + -1*v^8*z^2 + v^6*z^2 + 2*v^4*z^2 + v^2*z^2 + -1*v^6 + 3*v^2 + -1
13a_2597 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 3*v^6*z^6 + 2*v^4*z^6 + -2*v^2*z^6 + -2*v^8*z^4 + 4*v^6*z^4 + -1*v^4*z^4 + -6*v^2*z^4 + z^4 + -1*v^8*z^2 + 5*v^6*z^2 + -2*v^4*z^2 + -5*v^2*z^2 + 3*z^2 + -1*v^8 + 2*v^6 + -2*v^2 + 2
13a_2598 | v^2*z^8 + z^8 + -1*v^4*z^6 + 3*v^2*z^6 + 2*z^6 + -2*v^-2*z^6 + -2*v^4*z^4 + 5*v^2*z^4 + z^4 + -5*v^-2*z^4 + v^-4*z^4 + -2*v^4*z^2 + 6*v^2*z^2 + -5*v^-2*z^2 + 2*v^-4*z^2 + -2*v^4 + 4*v^2 + -2*v^-2 + v^-4
13a_2599 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 4*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -3*v^8*z^4 + 7*v^6*z^4 + 3*v^4*z^4 + -7*v^2*z^4 + z^4 + -3*v^8*z^2 + 7*v^6*z^2 + 4*v^4*z^2 + -8*v^2*z^2 + 3*z^2 + -2*v^8 + 2*v^6 + 3*v^4 + -4*v^2 + 2
13a_2600, 13a_2981 | -2*v^8*z^6 + -3*v^6*z^6 + -1*v^4*z^6 + 3*v^10*z^4 + -2*v^8*z^4 + -6*v^6*z^4 + v^2*z^4 + -1*v^12*z^2 + 4*v^10*z^2 + v^8*z^2 + -4*v^6*z^2 + 2*v^4*z^2 + 2*v^2*z^2 + -1*v^12 + v^10 + v^8 + -2*v^6 + v^4 + v^2
13a_2601 | z^8 + -2*v^2*z^6 + z^6 + -3*v^-2*z^6 + v^4*z^4 + -1*v^2*z^4 + -1*z^4 + -4*v^-2*z^4 + 3*v^-4*z^4 + 2*v^2*z^2 + -4*z^2 + 4*v^-4*z^2 + -1*v^-6*z^2 + v^2 + -2 + 2*v^-2 + v^-4 + -1*v^-6
13a_2602 | -1*v^2*z^8 + 2*v^4*z^6 + -2*v^2*z^6 + 3*z^6 + -1*v^6*z^4 + 3*v^4*z^4 + -2*v^2*z^4 + 6*z^4 + -3*v^-2*z^4 + -1*v^6*z^2 + v^4*z^2 + -1*v^2*z^2 + 4*z^2 + -5*v^-2*z^2 + v^-4*z^2 + 2 + -2*v^-2 + v^-4
13a_2604 | v^6*z^6 + v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 2*v^6*z^4 + -2*v^4*z^4 + -2*z^4 + -1*v^8*z^2 + 5*v^6*z^2 + -5*v^4*z^2 + v^2*z^2 + -2*z^2 + v^-2*z^2 + -1*v^8 + 3*v^6 + -3*v^4 + 2*v^2 + -1 + v^-2
13a_2605 | z^8 + -2*v^2*z^6 + 3*z^6 + -3*v^-2*z^6 + v^4*z^4 + -5*v^2*z^4 + 6*z^4 + -7*v^-2*z^4 + 3*v^-4*z^4 + 2*v^4*z^2 + -6*v^2*z^2 + 6*z^2 + -7*v^-2*z^2 + 5*v^-4*z^2 + -1*v^-6*z^2 + v^4 + -2*v^2 + 3 + -3*v^-2 + 3*v^-4 + -1*v^-6
13a_2606 | v^6*z^8 + v^4*z^8 + -1*v^8*z^6 + 3*v^6*z^6 + 3*v^4*z^6 + -2*v^2*z^6 + -2*v^8*z^4 + 4*v^6*z^4 + 5*v^4*z^4 + -7*v^2*z^4 + z^4 + -2*v^8*z^2 + 4*v^6*z^2 + 8*v^4*z^2 + -9*v^2*z^2 + 3*z^2 + -2*v^8 + v^6 + 5*v^4 + -5*v^2 + 2
13a_2607 | v^6*z^6 + v^4*z^6 + v^2*z^6 + -1*v^8*z^4 + 2*v^6*z^4 + -1*v^4*z^4 + v^2*z^4 + -2*z^4 + -1*v^8*z^2 + 5*v^6*z^2 + -2*v^4*z^2 + 3*v^2*z^2 + -3*z^2 + v^-2*z^2 + -2*v^8 + 3*v^6 + -1*v^4 + 2*v^2 + -2 + v^-2
